0.000000	-145248.005718	-148337.061505	-152778.867218	-152445.781522	-154729.906288	-148805.576420	-154537.971859	-152814.160623	-77038.461213	-76096.245777	-75781.287346	-76644.534069	-77389.629470	-77472.576794	-75877.042219	-76234.759538	-0.106000	0.446000	0.160000	192.000000	126.000000	88.000000	6.500000	120.000000	2.500000	0.000000	0.000000	0.000000	0.000000	1719438566.992103	0.000000
2.000000	-145357.059879	-148406.173099	-152884.836839	-152435.879700	-154839.206319	-148819.099226	-154647.540110	-152922.410121	-154115.143909	-152246.448665	-151616.621210	-153326.686123	-154832.992534	-154991.600512	-151786.762689	-152503.672541	-0.106000	0.446000	0.160000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1719438566.999082	0.000000
4.000000	-145375.835344	-148455.302233	-152907.769729	-152466.725107	-154859.591110	-148863.936825	-154665.868541	-152941.610270	-154208.417738	-152348.260861	-151716.824081	-153418.484738	-154935.542337	-155092.675101	-151888.284312	-152606.356455	-0.106000	0.446000	0.160000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1719438567.005155	0.000000
6.000000	-145319.732466	-148406.307209	-152843.709629	-152449.626023	-154796.201562	-148833.337287	-154602.881325	-152879.047737	-154173.772535	-152290.436899	-151658.575435	-153385.426508	-154878.210113	-155041.601365	-151845.927757	-152562.591739	-0.130000	0.562000	0.202000	192.000000	125.500000	24.000000	10.500000	24.000000	3.500000	80.000000	0.000000	0.000000	0.000000	1719438567.012117	0.000000
8.000000	-145272.346767	-148364.777668	-152803.945876	-152456.242139	-154756.706030	-148827.302316	-154563.698717	-152839.462798	-154127.258554	-152246.806293	-151614.140167	-153334.308068	-154833.148996	-154995.690882	-151794.384634	-152512.724997	-0.130000	0.562000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1719438567.019139	0.000000
10.000000	-145244.787067	-148331.786493	-152767.624291	-152445.133322	-154720.026817	-148800.904906	-154527.243021	-152804.392911	-154091.205191	-152209.121252	-151576.700995	-153305.809594	-154795.732176	-154960.263367	-151765.126200	-152480.203209	-0.130000	0.562000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1719438567.028160	0.000000
12.000000	-145232.985345	-148314.352133	-152766.551407	-152444.127493	-154719.713893	-148796.568667	-154526.125434	-152802.470661	-154063.511379	-152185.853086	-151552.449352	-153270.315024	-154771.324071	-154932.435445	-151729.698685	-152445.960336	-0.130000	0.562000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1719438567.035175	0.000000
14.000000	-145281.645093	-148349.578482	-152808.773852	-152448.441380	-154762.651594	-148805.174089	-154570.761868	-152846.056562	-154077.727089	-152206.260229	-151573.907027	-153292.934989	-154792.200600	-154953.267271	-151757.101924	-152470.748421	-0.130000	0.562000	0.202000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1719438567.043189	0.000000
16.000000	-145285.400186	-148361.357851	-152818.899193	-152442.227595	-154772.374603	-148811.276115	-154580.708394	-152856.405420	-154119.457796	-152252.528340	-151619.951620	-153326.820234	-154838.111083	-154995.959103	-151790.584837	-152508.031131	-0.156000	0.681000	0.244000	192.000000	125.000000	40.000000	12.500000	0.000000	4.000000	120.000000	0.000000	0.000000	0.000000	1719438567.054225	0.000000
18.000000	-145344.587606	-148407.849480	-152871.716365	-152462.299462	-154827.248135	-148837.114732	-154633.860842	-152909.468461	-154124.553993	-152258.362145	-151623.237327	-153342.175882	-154841.486197	-155004.788042	-151807.147480	-152521.933916	-0.156000	0.681000	0.244000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1719438567.061222	0.000000
