# OpenSignals Text File Format. Version 1
# {"98:D3:51:FD:71:01": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:51:FD:71:01", "device connection": "BTH98:D3:51:FD:71:01", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-4-19", "time": "12:15:18.104", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	512	504	0	501	39	8	
1	0	0	0	0	508	504	0	504	39	8	
2	0	0	0	0	507	504	0	508	39	8	
3	0	0	0	0	496	504	0	507	39	8	
4	0	0	0	0	510	504	0	507	39	8	
5	0	0	0	0	510	504	0	505	39	7	
6	0	0	0	0	508	504	0	506	39	8	
7	0	0	0	0	508	504	0	506	39	8	
8	0	0	0	0	504	504	0	506	39	8	
9	0	0	0	0	509	504	0	507	39	8	
10	0	0	0	0	506	504	0	502	39	8	
11	0	0	0	0	505	504	0	503	39	8	
12	0	0	0	0	505	503	0	505	39	8	
13	0	0	0	0	515	504	0	512	39	8	
14	0	0	0	0	508	504	0	511	39	8	
15	0	0	0	0	507	504	0	509	39	8	
0	0	0	0	0	508	504	0	503	39	8	
1	0	0	0	0	512	504	0	503	39	8	
2	0	0	0	0	504	504	0	497	39	8	
3	0	0	0	0	508	504	0	497	39	8	
4	0	0	0	0	510	504	0	494	38	8	
5	0	0	0	0	503	504	0	495	39	8	
6	0	0	0	0	503	504	0	493	39	8	
7	0	0	0	0	508	504	0	494	39	8	
8	0	0	0	0	504	504	0	492	38	8	
9	0	0	0	0	501	505	0	493	38	8	
10	0	0	0	0	511	504	0	491	39	8	
11	0	0	0	0	508	505	0	492	39	8	
12	0	0	0	0	512	505	0	489	39	8	
13	0	0	0	0	514	505	0	491	39	8	
14	0	0	0	0	507	505	0	487	38	8	
15	0	0	0	0	512	505	0	489	39	8	
0	0	0	0	0	505	504	0	487	39	8	
1	0	0	0	0	505	504	0	488	39	8	
2	0	0	0	0	516	505	0	487	39	8	
3	0	0	0	0	504	505	0	488	39	8	
4	0	0	0	0	508	504	0	485	39	8	
5	0	0	0	0	499	504	0	495	39	8	
6	0	0	0	0	501	504	0	510	39	8	
7	0	0	0	0	507	504	0	535	39	8	
8	0	0	0	0	514	505	0	546	39	8	
9	0	0	0	0	511	505	0	554	39	8	
10	0	0	0	0	508	505	0	568	39	8	
11	0	0	0	0	502	505	0	566	39	8	
12	0	0	0	0	508	505	0	569	39	8	
13	0	0	0	0	507	505	0	583	39	8	
14	0	0	0	0	504	505	0	560	39	8	
15	0	0	0	0	507	505	0	565	39	8	
0	0	0	0	0	510	504	0	553	39	8	
1	0	0	0	0	509	504	0	558	39	8	
2	0	0	0	0	511	503	0	558	39	8	
3	0	0	0	0	508	504	0	555	38	8	
4	0	0	0	0	503	504	0	543	39	8	
5	0	0	0	0	504	504	0	530	38	8	
6	0	0	0	0	513	504	0	514	39	8	
7	0	0	0	0	508	504	0	504	38	8	
8	0	0	0	0	505	504	0	494	39	8	
9	0	0	0	0	502	504	0	487	38	8	
10	0	0	0	0	516	505	0	479	39	8	
11	0	0	0	0	511	504	0	476	38	8	
12	0	0	0	0	512	505	0	473	38	8	
13	0	0	0	0	511	504	0	473	39	8	
14	0	0	0	0	505	504	0	473	38	8	
15	0	0	0	0	504	504	0	474	38	8	
0	0	0	0	0	502	504	0	470	39	8	
1	0	0	0	0	504	504	0	468	38	8	
2	0	0	0	0	507	505	0	469	39	8	
3	0	0	0	0	511	505	0	470	39	8	
4	0	0	0	0	508	505	0	475	39	8	
5	0	0	0	0	509	504	0	473	39	8	
6	0	0	0	0	506	505	0	474	39	8	
7	0	0	0	0	512	504	0	470	39	8	
8	0	0	0	0	506	504	0	464	39	8	
9	0	0	0	0	509	505	0	462	39	8	
10	0	0	0	0	507	505	0	459	39	8	
11	0	0	0	0	508	505	0	462	38	8	
12	0	0	0	0	504	505	0	465	39	8	
13	0	0	0	0	506	505	0	469	39	8	
14	0	0	0	0	503	505	0	472	38	8	
15	0	0	0	0	508	505	0	470	39	8	
0	0	0	0	0	503	505	0	485	39	8	
1	0	0	0	0	503	505	0	502	39	8	
2	0	0	0	0	508	505	0	510	39	8	
3	0	0	0	0	508	505	0	531	39	8	
4	0	0	0	0	505	505	0	539	39	8	
5	0	0	0	0	509	505	0	551	39	8	
6	0	0	0	0	511	505	0	553	39	8	
7	0	0	0	0	507	505	0	549	39	8	
8	0	0	0	0	508	505	0	555	39	8	
9	0	0	0	0	508	505	0	565	39	8	
10	0	0	0	0	515	505	0	549	39	8	
11	0	0	0	0	508	505	0	557	39	8	
12	0	0	0	0	505	504	0	548	39	8	
13	0	0	0	0	506	505	0	551	39	8	
