# OpenSignals Text File Format. Version 1
# {"98:D3:61:FD:78:31": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:61:FD:78:31", "device connection": "BTH98:D3:61:FD:78:31", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-4-12", "time": "12:24:9.853", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	509	508	0	510	38	20	
1	0	0	0	0	506	507	0	469	38	20	
2	0	0	0	0	505	507	0	405	38	20	
3	0	0	0	0	505	508	0	335	38	20	
4	0	0	0	0	508	508	0	270	38	20	
5	0	0	0	0	509	508	0	224	38	20	
6	0	0	0	0	505	508	0	206	38	20	
7	0	0	0	0	506	509	0	200	38	20	
8	0	0	0	0	507	509	0	175	39	20	
9	0	0	0	0	508	508	0	158	38	20	
10	0	0	0	0	509	508	0	136	38	20	
11	0	0	0	0	507	509	0	123	38	20	
12	0	0	0	0	505	509	0	139	38	20	
13	0	0	0	0	510	509	0	155	38	20	
14	0	0	0	0	510	508	0	140	38	20	
15	0	0	0	0	509	507	0	126	38	20	
0	0	0	0	0	509	507	0	118	39	20	
1	0	0	0	0	508	506	0	127	38	20	
2	0	0	0	0	508	507	0	147	38	20	
3	0	0	0	0	507	506	0	166	38	20	
4	0	0	0	0	508	505	0	165	38	20	
5	0	0	0	0	512	508	0	180	38	20	
6	0	0	0	0	511	508	0	192	38	20	
7	0	0	0	0	513	510	0	196	38	20	
8	0	0	0	0	510	509	0	211	39	20	
9	0	0	0	0	509	509	0	222	38	20	
10	0	0	0	0	511	508	0	232	38	20	
11	0	0	0	0	513	510	0	248	38	20	
12	0	0	0	0	511	509	0	261	38	20	
13	0	0	0	0	511	510	0	265	38	20	
14	0	0	0	0	508	510	0	267	38	20	
15	0	0	0	0	512	511	0	266	38	20	
0	0	0	0	0	510	510	0	271	39	20	
1	0	0	0	0	508	510	0	267	38	20	
2	0	0	0	0	509	510	0	246	38	20	
3	0	0	0	0	509	510	0	237	38	20	
4	0	0	0	0	511	509	0	245	38	20	
5	0	0	0	0	509	509	0	261	38	20	
6	0	0	0	0	508	508	0	284	38	20	
7	0	0	0	0	509	508	0	289	38	20	
8	0	0	0	0	509	506	0	275	39	20	
9	0	0	0	0	507	506	0	257	38	20	
10	0	0	0	0	505	506	0	249	38	20	
11	0	0	0	0	508	508	0	253	38	20	
12	0	0	0	0	509	507	0	251	38	20	
13	0	0	0	0	508	508	0	263	38	20	
14	0	0	0	0	507	508	0	272	38	20	
