timestamp,signal
0,-8999.39
1,-9027.44
2,-9059.25
3,-9063.88
4,-9005.12
5,-9018.26
6,-9055.34
7,-9069.56
8,-9020.22
9,-9022.37
10,-9054.65
11,-9077.2
12,-9039.16
13,-9012.16
14,-9058.4
15,-9072.64
16,-9034.49
17,-8994.88
18,-9030.42
19,-9064.21
20,-9055.74
21,-8998.21
22,-9024.34
23,-9045.1
24,-9045.01
25,-8996.67
26,-9014.55
27,-9052.72
28,-9066.4
29,-8997.76
30,-9013.43
31,-9052.7
32,-9065.24
33,-9021.19
34,-9018.68
35,-9050.56
36,-9066.36
37,-9030.98
38,-9009.45
39,-9041.57
40,-9067.5
41,-9038.49
42,-9001.65
43,-9037.32
44,-9063.48
45,-9042.76
46,-8991.91
47,-9020.09
48,-9050.53
49,-9046.96
50,-8999.01
51,-9021.75
52,-9053.48
53,-9060.35
54,-8997.14
55,-9021.59
56,-9062.67
57,-9067.54
58,-9022.93
59,-9015.8
60,-9044.72
61,-9073.38
62,-9035.0
63,-8997.25
64,-9027.24
65,-9057.58
66,-9030.13
67,-8993.04
68,-9018.66
69,-9032.21
70,-9023.6
71,-8972.39
72,-8996.0
73,-9028.85
74,-9036.09
75,-8987.21
76,-9014.61
77,-9052.72
78,-9071.37
79,-9015.29
80,-9015.62
81,-9051.16
82,-9072.82
83,-9019.76
84,-9000.53
85,-9041.15
86,-9065.8
87,-9025.66
88,-8996.0
89,-9035.8
90,-9060.21
91,-9031.02
92,-8990.45
93,-9032.99
94,-9050.04
95,-9034.89
96,-8979.12
97,-9017.01
98,-9049.64
99,-9058.56
100,-9005.74
101,-9031.27
102,-9064.88
103,-9070.72
104,-9020.16
105,-9022.37
106,-9060.35
107,-9065.55
108,-9016.6
109,-8999.73
110,-9037.79
111,-9061.46
112,-9036.79
113,-9009.5
114,-9029.12
115,-9046.22
116,-9026.21
117,-8986.74
118,-9015.44
119,-9043.09
120,-9038.24
121,-8986.34
122,-9008.74
123,-9052.68
124,-9058.02
125,-8995.62
126,-9008.89
127,-9050.13
128,-9065.87
129,-9014.61
130,-9016.2
131,-9047.96
132,-9049.33
133,-9014.28
134,-8996.78
135,-9029.55
136,-9056.28
137,-9028.23
138,-8995.68
139,-9036.39
140,-9062.11
141,-9031.65
142,-8984.48
143,-9019.22
144,-9057.15
145,-9044.83
146,-8989.85
147,-9019.42
148,-9047.0
149,-9041.97
150,-8997.07
151,-9012.92
152,-9037.39
153,-9054.45
154,-8998.14
155,-8995.95
156,-9032.65
157,-9053.55
158,-9011.49
159,-8989.89
160,-9038.67
161,-9064.21
162,-9029.34
163,-8978.11
164,-9011.37
165,-9031.65
166,-9012.65
167,-8963.97
168,-9002.01
169,-9029.59
170,-9023.31
171,-8976.1
172,-8996.38
173,-9034.44
174,-9035.45
175,-8985.87
176,-9002.88
177,-9036.72
178,-9055.61
179,-8997.85
180,-8994.92
181,-9040.81
182,-9053.48
183,-9018.44
184,-8975.39
185,-9011.2
186,-9044.83
187,-9015.62
188,-8973.91
189,-9014.55
190,-9046.53
191,-9020.92
192,-8962.38
193,-8999.24
194,-9033.93
195,-9033.05
196,-8985.38
197,-9006.72
198,-9029.61
199,-9038.84
200,-8976.8
201,-8984.42
202,-9032.67
203,-9055.74
204,-9002.08
205,-8991.64
206,-9032.43
207,-9051.32
208,-9016.83
209,-8988.28
210,-9018.28
211,-9042.87
212,-9019.46
213,-8971.05
214,-9008.47
215,-9037.99
216,-9026.98
217,-8968.84
218,-8995.12
219,-9023.49
220,-9030.01
221,-8982.7
222,-8988.87
223,-9025.41
224,-9038.33
225,-8981.62
226,-8992.69
227,-9028.63
228,-9041.55
229,-9001.38
230,-8995.53
231,-9027.98
232,-9040.57
233,-9000.35
234,-8978.76
235,-9010.9
236,-9035.0
237,-9014.32
238,-8974.16
239,-9004.09
240,-9032.14
241,-9027.36
242,-8981.29
243,-9002.19
244,-9032.65
245,-9035.18
246,-8972.71
247,-8987.52
248,-9027.76
249,-9043.94
250,-8992.26
251,-8990.74
252,-9029.75
253,-9052.3
254,-9006.95
255,-8997.78
256,-9035.83
257,-9051.81
258,-9006.9
259,-8975.25
260,-9014.35
261,-9040.05
262,-9018.53
263,-8978.32
264,-9018.37
265,-9039.02
266,-9028.23
267,-8975.83
268,-9002.1
269,-9031.65
270,-9031.22
271,-8968.28
272,-8990.7
273,-9024.67
274,-9039.89
275,-8994.43
276,-8994.3
277,-9027.91
278,-9039.96
279,-8992.04
280,-8986.94
281,-9024.85
282,-9038.4
283,-9000.96
284,-8984.71
285,-9010.84
286,-9025.72
287,-9012.49
288,-8974.83
289,-9005.36
290,-9044.72
291,-9036.92
292,-8984.55
293,-9015.84
294,-9042.13
295,-9037.44
296,-8976.1
297,-8986.99
298,-9025.88
299,-9042.78
300,-8997.0
301,-8979.34
302,-9008.02
303,-9033.1
304,-8988.4
305,-8970.0
306,-9009.41
307,-9034.89
308,-9004.49
309,-8963.76
310,-9005.61
311,-9038.73
312,-9016.63
313,-8972.12
314,-9003.44
315,-9024.49
316,-9027.36
317,-8973.67
318,-8993.65
319,-9030.06
320,-9028.58
321,-8978.56
322,-8978.61
323,-9006.01
324,-9013.56
325,-8973.26
326,-8972.03
327,-9003.8
328,-9010.99
329,-8974.49
330,-8956.43
331,-9001.94
332,-9030.24
333,-9000.98
334,-8956.88
335,-9002.12
336,-9037.15
337,-9014.32
338,-8956.59
339,-8993.16
340,-9016.89
341,-9015.67
342,-8958.38
343,-8983.77
344,-9010.66
345,-9010.3
346,-8952.81
347,-8972.95
348,-9009.12
349,-9030.35
350,-8985.22
351,-8975.05
352,-9006.14
353,-9023.26
354,-8979.77
355,-8967.05
356,-9015.22
357,-9038.84
358,-9011.42
359,-8973.71
360,-8998.43
361,-9021.03
362,-9003.64
363,-8950.76
364,-8984.15
365,-9010.37
366,-9004.04
367,-8947.81
368,-8964.03
369,-9000.76
370,-9018.08
371,-8969.58
372,-8975.95
373,-9011.22
374,-9030.37
375,-8981.11
376,-8964.7
377,-8995.15
378,-9016.51
379,-8987.17
380,-8958.18
381,-9001.65
382,-9029.41
383,-9005.54
384,-8948.05
385,-8984.15
386,-9019.0
387,-8998.79
388,-8948.81
389,-8986.25
390,-9010.88
391,-9006.86
392,-8952.92
393,-8981.4
394,-9022.21
395,-9041.64
396,-8976.75
397,-8981.02
398,-9016.51
399,-9025.57
400,-8977.11
401,-8964.01
402,-9000.67
403,-9019.8
404,-8980.84
405,-8955.61
406,-8991.48
407,-9016.78
408,-8997.67
409,-8959.61
410,-8988.6
411,-9012.58
412,-9001.45
413,-8948.59
414,-8973.02
415,-9017.5
416,-9027.4
417,-8962.67
418,-8972.77
419,-9012.65
420,-9021.21
421,-8965.71
422,-8963.12
423,-9005.32
424,-9030.48
425,-8983.77
426,-8959.61
427,-8997.92
428,-9020.31
429,-8981.42
430,-8948.12
431,-8990.43
432,-9016.54
433,-8996.73
434,-8950.62
435,-8983.1
436,-9015.33
437,-9004.74
438,-8958.0
439,-8973.93
440,-9001.92
441,-9006.95
442,-8959.9
443,-8970.63
444,-8997.18
445,-9008.4
446,-8960.32
447,-8951.11
448,-8986.72
449,-9018.41
450,-8975.99
451,-8948.99
452,-8979.1
453,-9001.52
454,-8972.64
455,-8931.35
456,-8971.43
457,-9005.27
458,-8987.46
459,-8950.02
460,-8981.87
461,-9018.3
462,-9010.12
463,-8941.64
464,-8964.21
465,-8998.34
466,-9012.13
467,-8945.57
468,-8956.88
469,-8988.31
470,-9000.29
471,-8951.92
472,-8946.04
473,-8993.47
474,-9014.93
475,-8974.65
476,-8955.67
477,-9003.08
478,-9027.56
479,-8990.74
480,-8952.34
481,-8981.15
482,-9008.62
483,-8998.5
484,-8941.03
485,-8974.02
486,-8999.86
487,-8994.79
488,-8936.21
489,-8967.09
490,-8990.94
491,-8999.3
492,-8943.87
493,-8960.9
494,-8997.83
495,-9007.91
496,-8960.63
497,-8952.07
498,-8986.9
499,-9010.05
500,-8966.42
501,-8943.74
502,-8985.11
503,-9008.69
504,-8987.43
505,-8938.19
506,-8967.68
507,-8995.59
508,-8989.87
509,-8942.17
510,-8967.97
511,-8998.43
512,-9004.22
513,-8941.3
